X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Lat,Long,FID
-79.4346008,43.7312317,4078,GO-20141653708,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Outside,1610,180,Robbery - Swarming,2014,March,6,65,Thursday  ,22,2014,March,6,65,Thursday  ,21,Robbery,D32,32,Englemount-Lawrence (32),43.7312317,-79.4346008,1
-79.603912399999984,43.7436447,4082,GO-20141654152,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,6,65,Thursday  ,23,2014,March,6,65,Thursday  ,23,Robbery,D23,1,West Humber-Clairville (1),43.7436447,-79.6039124,2
-79.603912399999984,43.7436447,4083,GO-20141654152,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,6,65,Thursday  ,23,2014,March,6,65,Thursday  ,23,Robbery,D23,1,West Humber-Clairville (1),43.7436447,-79.6039124,3
-79.5486755,43.7013283,4086,GO-20141650227,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Other,1610,200,Robbery - Mugging,2014,March,6,65,Thursday  ,12,2014,March,6,65,Thursday  ,12,Robbery,D23,6,Kingsview Village-The Westway (6),43.7013283,-79.5486755,4
-79.261131299999988,43.773616799999985,4088,GO-20141652543,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Commercial,1610,180,Robbery - Swarming,2014,March,6,65,Thursday  ,18,2014,March,6,65,Thursday  ,18,Robbery,D43,127,Bendale (127),43.7736168,-79.2611313,5
-79.3121109,43.7488365,4090,GO-20141653746,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,6,65,Thursday  ,22,2014,March,6,65,Thursday  ,22,Robbery,D41,119,Wexford/Maryvale (119),43.7488365,-79.3121109,6
-79.3121109,43.7488365,4091,GO-20141653746,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,6,65,Thursday  ,22,2014,March,6,65,Thursday  ,22,Robbery,D41,119,Wexford/Maryvale (119),43.7488365,-79.3121109,7
-79.603912399999984,43.7436447,4092,GO-20141654152,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,6,65,Thursday  ,23,2014,March,6,65,Thursday  ,23,Robbery,D23,1,West Humber-Clairville (1),43.7436447,-79.6039124,8
-79.374847399999979,43.660656,4095,GO-20141686658,2014-03-06T05:00:00.000Z,2014-03-12T04:00:00.000Z,Outside,1610,220,Robbery - Other,2014,March,12,71,Wednesday ,10,2014,March,6,65,Thursday  ,14,Robbery,D51,73,Moss Park (73),43.660656,-79.3748474,9
-79.4459915,43.729061099999988,4108,GO-20141654000,2014-03-06T05:00:00.000Z,2014-03-06T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,6,65,Thursday  ,23,2014,March,6,65,Thursday  ,23,Robbery,D32,32,Englemount-Lawrence (32),43.7290611,-79.4459915,10
-79.3920898,43.6488533,4114,GO-20141700443,2014-03-12T04:00:00.000Z,2014-03-14T04:00:00.000Z,Outside,1610,220,Robbery - Other,2014,March,14,73,Friday    ,16,2014,March,12,71,Wednesday ,23,Robbery,D52,77,Waterfront Communities-The Island (77),43.6488533,-79.3920898,11
-79.5080032,43.6481056,4121,GO-20141688182,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,12,71,Wednesday ,20,2014,March,12,71,Wednesday ,15,Robbery,D22,15,Kingsway South (15),43.6481056,-79.5080032,12
-79.4427338,43.6583405,4126,GO-20141687149,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,12,71,Wednesday ,15,2014,March,12,71,Wednesday ,12,Robbery,D11,93,Dovercourt-Wallace Emerson-Junction (93),43.6583405,-79.4427338,13
-79.425659199999984,43.661987299999986,4140,GO-20141687275,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,12,71,Wednesday ,12,2014,March,12,71,Wednesday ,12,Robbery,D14,93,Dovercourt-Wallace Emerson-Junction (93),43.6619873,-79.4256592,14
-79.425659199999984,43.661987299999986,4141,GO-20141687275,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,12,71,Wednesday ,12,2014,March,12,71,Wednesday ,12,Robbery,D14,93,Dovercourt-Wallace Emerson-Junction (93),43.6619873,-79.4256592,15
-79.4375916,43.651577,4146,GO-20141689219,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Outside,1610,180,Robbery - Swarming,2014,March,12,71,Wednesday ,20,2014,March,12,71,Wednesday ,18,Robbery,D11,83,Dufferin Grove (83),43.651577,-79.4375916,16
-79.2297287,43.729393,4147,GO-20141681955,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,12,71,Wednesday ,22,2014,March,12,71,Wednesday ,17,Robbery,D43,123,Cliffcrest (123),43.729393,-79.2297287,17
-79.2297287,43.729393,4148,GO-20141681955,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,12,71,Wednesday ,22,2014,March,12,71,Wednesday ,17,Robbery,D43,123,Cliffcrest (123),43.729393,-79.2297287,18
-79.2297287,43.729393,4149,GO-20141681955,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,12,71,Wednesday ,22,2014,March,12,71,Wednesday ,17,Robbery,D43,123,Cliffcrest (123),43.729393,-79.2297287,19
-79.5838089,43.7468147,4152,GO-20141690056,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Apartment,1610,200,Robbery - Mugging,2014,March,12,71,Wednesday ,22,2014,March,12,71,Wednesday ,22,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),43.7468147,-79.5838089,20
-79.523819,43.6455116,4156,GO-20141689773,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Other,1610,220,Robbery - Other,2014,March,12,71,Wednesday ,21,2014,March,12,71,Wednesday ,21,Robbery,D22,14,Islington-City Centre West (14),43.6455116,-79.523819,21
-79.4790878,43.6505051,4167,GO-20141688311,2014-03-12T04:00:00.000Z,2014-03-12T04:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,12,71,Wednesday ,18,2014,March,12,71,Wednesday ,15,Robbery,D11,89,Runnymede-Bloor West Village (89),43.6505051,-79.4790878,22
-79.398368800000014,43.7067337,4179,GO-20141761702,2014-03-23T04:00:00.000Z,2014-03-25T04:00:00.000Z,Outside,1610,180,Robbery - Swarming,2014,March,25,84,Tuesday   ,0,2014,March,23,82,Sunday    ,21,Robbery,D53,104,Mount Pleasant West (104),43.7067337,-79.3983688,23
-79.500892600000014,43.6913033,4188,GO-20141750979,2014-03-23T04:00:00.000Z,2014-03-23T04:00:00.000Z,Outside,1610,150,Robbery - Purse Snatch,2014,March,23,82,Sunday    ,2,2014,March,23,82,Sunday    ,1,Robbery,D12,115,Mount Dennis (115),43.6913033,-79.5008926,24
-79.399650600000015,43.636486099999985,4189,GO-20141751608,2014-03-23T04:00:00.000Z,2014-03-23T04:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,23,82,Sunday    ,5,2014,March,23,82,Sunday    ,5,Robbery,D14,77,Waterfront Communities-The Island (77),43.6364861,-79.3996506,25
-79.4931412,43.6883087,4209,GO-20141755083,2014-03-23T04:00:00.000Z,2014-03-23T04:00:00.000Z,Apartment,1610,100,Robbery With Weapon,2014,March,23,82,Sunday    ,20,2014,March,23,82,Sunday    ,20,Robbery,D12,115,Mount Dennis (115),43.6883087,-79.4931412,26
-79.449058500000021,43.646339399999988,4216,GO-20141754572,2014-03-23T04:00:00.000Z,2014-03-23T04:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,23,82,Sunday    ,18,2014,March,23,82,Sunday    ,18,Robbery,D11,86,Roncesvalles (86),43.6463394,-79.4490585,27
-79.2100906,43.8201447,4220,GO-20141755864,2014-03-23T04:00:00.000Z,2014-03-23T04:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,23,82,Sunday    ,23,2014,March,23,82,Sunday    ,23,Robbery,D42,131,Rouge (131),43.8201447,-79.2100906,28
-79.3984146,43.6483269,4225,GO-20141750899,2014-03-23T04:00:00.000Z,2014-03-23T04:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,23,82,Sunday    ,1,2014,March,23,82,Sunday    ,1,Robbery,D14,78,Kensington-Chinatown (78),43.6483269,-79.3984146,29
-79.389503499999989,43.6696701,4253,GO-20141790992,2014-03-29T04:00:00.000Z,2014-03-29T04:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,29,88,Saturday  ,18,2014,March,29,88,Saturday  ,16,Robbery,D52,95,Annex (95),43.6696701,-79.3895035,30
-79.3710327,43.6582947,4268,GO-20141788010,2014-03-29T04:00:00.000Z,2014-03-29T04:00:00.000Z,Apartment,1610,200,Robbery - Mugging,2014,March,29,88,Saturday  ,5,2014,March,29,88,Saturday  ,5,Robbery,D51,73,Moss Park (73),43.6582947,-79.3710327,31
-79.374565100000012,43.6570702,4272,GO-20141789240,2014-03-29T04:00:00.000Z,2014-03-29T04:00:00.000Z,Apartment,1610,100,Robbery With Weapon,2014,March,29,88,Saturday  ,11,2014,March,29,88,Saturday  ,11,Robbery,D51,73,Moss Park (73),43.6570702,-79.3745651,32
-79.374565100000012,43.6570702,4273,GO-20141789240,2014-03-29T04:00:00.000Z,2014-03-29T04:00:00.000Z,Apartment,1610,130,Robbery - Home Invasion,2014,March,29,88,Saturday  ,11,2014,March,29,88,Saturday  ,11,Robbery,D51,73,Moss Park (73),43.6570702,-79.3745651,33
-79.303894,43.677021,4292,GO-20141794673,2014-03-29T04:00:00.000Z,2014-03-30T04:00:00.000Z,Apartment,1610,220,Robbery - Other,2014,March,30,89,Sunday    ,10,2014,March,29,88,Saturday  ,22,Robbery,D55,62,East End-Danforth (62),43.677021,-79.303894,34
-79.3783493,43.6662865,4293,GO-20141792666,2014-03-29T04:00:00.000Z,2014-03-30T04:00:00.000Z,Apartment,1610,220,Robbery - Other,2014,March,30,89,Sunday    ,1,2014,March,29,88,Saturday  ,23,Robbery,D51,74,North St.James Town (74),43.6662865,-79.3783493,35
-79.3821182,43.6590996,4303,GO-20141787027,2014-03-29T04:00:00.000Z,2014-03-29T04:00:00.000Z,Apartment,1610,200,Robbery - Mugging,2014,March,29,88,Saturday  ,0,2014,March,29,88,Saturday  ,0,Robbery,D52,75,Church-Yonge Corridor (75),43.6590996,-79.3821182,36
-79.2942276,43.7176552,4314,GO-20141812464,2014-03-30T04:00:00.000Z,2014-04-02T04:00:00.000Z,Commercial,1610,210,Robbery - Business,2014,April,2,92,Wednesday ,8,2014,March,30,89,Sunday    ,21,Robbery,D41,120,Clairlea-Birchmount (120),43.7176552,-79.2942276,37
-79.3675995,43.6563683,4324,GO-20141794626,2014-03-30T04:00:00.000Z,2014-03-30T04:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,30,89,Sunday    ,10,2014,March,30,89,Sunday    ,10,Robbery,D51,73,Moss Park (73),43.6563683,-79.3675995,38
-79.5198898,43.6992836,4335,GO-20141586199,2014-02-23T05:00:00.000Z,2014-02-23T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,February,23,54,Sunday    ,23,2014,February,23,54,Sunday    ,23,Robbery,D12,113,Weston (113),43.6992836,-79.5198898,39
-79.1724472,43.7821922,4347,GO-20141585328,2014-02-23T05:00:00.000Z,2014-02-23T05:00:00.000Z,Commercial,1610,210,Robbery - Business,2014,February,23,54,Sunday    ,19,2014,February,23,54,Sunday    ,19,Robbery,D43,134,Highland Creek (134),43.7821922,-79.1724472,40
-79.583816500000012,43.7324142,4353,GO-20141584183,2014-02-23T05:00:00.000Z,2014-02-23T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,February,23,54,Sunday    ,15,2014,February,23,54,Sunday    ,15,Robbery,D23    ,2,Mount Olive-Silverstone-Jamestown (2),43.7324142,-79.5838165,41
-79.3710327,43.6582947,4360,GO-20141583614,2014-02-23T05:00:00.000Z,2014-02-23T05:00:00.000Z,Apartment,1610,150,Robbery - Purse Snatch,2014,February,23,54,Sunday    ,14,2014,February,23,54,Sunday    ,13,Robbery,D51,73,Moss Park (73),43.6582947,-79.3710327,42
-79.3710327,43.6582947,4361,GO-20141583614,2014-02-23T05:00:00.000Z,2014-02-23T05:00:00.000Z,Apartment,1610,150,Robbery - Purse Snatch,2014,February,23,54,Sunday    ,14,2014,February,23,54,Sunday    ,13,Robbery,D51,73,Moss Park (73),43.6582947,-79.3710327,43
-79.5124893,43.756012,4396,GO-20141797512,2014-03-30T04:00:00.000Z,2014-03-30T04:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,30,89,Sunday    ,20,2014,March,30,89,Sunday    ,20,Robbery,D31,25,Glenfield-Jane Heights (25),43.756012,-79.5124893,44
-79.511459400000021,43.6839638,4412,GO-20141586301,2014-02-23T05:00:00.000Z,2014-02-24T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,February,24,55,Monday    ,3,2014,February,23,54,Sunday    ,22,Robbery,D23    ,8,Humber Heights-Westmount (8),43.6839638,-79.5114594,45
-79.5177307,43.757236499999983,4415,GO-20141603598,2014-02-23T05:00:00.000Z,2014-02-26T05:00:00.000Z,Outside,1610,180,Robbery - Swarming,2014,February,26,57,Wednesday ,18,2014,February,23,54,Sunday    ,5,Robbery,D31,24,Black Creek (24),43.7572365,-79.5177307,46
-79.3867874,43.6702271,4425,GO-20141611584,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Other,1610,220,Robbery - Other,2014,February,28,59,Friday    ,1,2014,February,28,59,Friday    ,1,Robbery,D53,98,Rosedale-Moore Park (98),43.6702271,-79.3867874,47
-79.5141525,43.7206345,4426,GO-20141611687,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Commercial,1610,210,Robbery - Business,2014,February,28,59,Friday    ,2,2014,February,28,59,Friday    ,2,Robbery,D31,26,Downsview-Roding-CFB (26),43.7206345,-79.5141525,48
-79.567749,43.742466,4437,GO-20141616577,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Apartment,1610,170,Robbery - Delivery Person,2014,February,28,59,Friday    ,20,2014,February,28,59,Friday    ,19,Robbery,D23,3,Thistletown-Beaumond Heights (3),43.742466,-79.567749,49
-79.5028839,43.7680168,4441,GO-20141617417,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,February,28,59,Friday    ,22,2014,February,28,59,Friday    ,22,Robbery,D31,27,York University Heights (27),43.7680168,-79.5028839,50
-79.492622399999988,43.6881256,4454,GO-20141616762,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Commercial,1610,200,Robbery - Mugging,2014,February,28,59,Friday    ,20,2014,February,28,59,Friday    ,20,Robbery,D12,115,Mount Dennis (115),43.6881256,-79.4926224,51
-79.2417603,43.7743378,4459,GO-2014161199,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Commercial,1610,180,Robbery - Swarming,2014,February,28,59,Friday    ,5,2014,February,28,59,Friday    ,4,Robbery,D43,137,Woburn (137),43.7743378,-79.2417603,52
-79.2158356,43.7618561,4462,GO-20141615369,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,February,28,59,Friday    ,17,2014,February,28,59,Friday    ,15,Robbery,D43,137,Woburn (137),43.7618561,-79.2158356,53
-79.3884048,43.6475716,4469,GO-20141611621,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,February,28,59,Friday    ,1,2014,February,28,59,Friday    ,1,Robbery,D52,77,Waterfront Communities-The Island (77),43.6475716,-79.3884048,54
-79.3884048,43.6475716,4470,GO-20141611621,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,February,28,59,Friday    ,1,2014,February,28,59,Friday    ,1,Robbery,D52,77,Waterfront Communities-The Island (77),43.6475716,-79.3884048,55
-79.1862259,43.7684097,4477,GO-20141613800,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Apartment,1610,200,Robbery - Mugging,2014,February,28,59,Friday    ,11,2014,February,28,59,Friday    ,11,Robbery,D43,136,West Hill (136),43.7684097,-79.1862259,56
-79.3694611,43.6545258,4485,GO-20141617530,2014-02-28T05:00:00.000Z,2014-02-28T05:00:00.000Z,Other,1610,180,Robbery - Swarming,2014,February,28,59,Friday    ,23,2014,February,28,59,Friday    ,22,Robbery,D51,73,Moss Park (73),43.6545258,-79.3694611,57
-79.3520355,43.7546997,4488,GO-20143049217,2014-02-28T05:00:00.000Z,2014-10-05T04:00:00.000Z,Apartment,1610,220,Robbery - Other,2014,October,5,278,Sunday    ,20,2014,February,28,59,Friday    ,0,Robbery,D33,40,St.Andrew-Windfields (40),43.7546997,-79.3520355,58
-79.3034668,43.7266884,4499,GO-20141629348,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,150,Robbery - Purse Snatch,2014,March,3,62,Monday    ,0,2014,March,3,62,Monday    ,0,Robbery,D33,119,Wexford/Maryvale (119),43.7266884,-79.3034668,59
-79.2859344,43.715889,4503,GO-20141633138,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,3,62,Monday    ,15,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.715889,-79.2859344,60
-79.5526276,43.7365875,4504,GO-20141633002,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,House,1610,130,Robbery - Home Invasion,2014,March,3,62,Monday    ,15,2014,March,3,62,Monday    ,15,Robbery,D23,3,Thistletown-Beaumond Heights (3),43.7365875,-79.5526276,61
-79.3701248,43.6561661,4517,GO-20141629980,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Apartment,1610,200,Robbery - Mugging,2014,March,3,62,Monday    ,6,2014,March,3,62,Monday    ,6,Robbery,D51,73,Moss Park (73),43.6561661,-79.3701248,62
-79.4750595,43.6901665,4520,GO-20141632946,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,3,62,Monday    ,17,2014,March,3,62,Monday    ,17,Robbery,D12,112,Beechborough-Greenbrook (112),43.6901665,-79.4750595,63
-79.4750595,43.6901665,4521,GO-20141632946,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,3,62,Monday    ,17,2014,March,3,62,Monday    ,17,Robbery,D12,112,Beechborough-Greenbrook (112),43.6901665,-79.4750595,64
-79.4430466,43.6592255,4523,GO-20141634500,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Other,1610,200,Robbery - Mugging,2014,March,3,62,Monday    ,19,2014,March,3,62,Monday    ,19,Robbery,D11,93,Dovercourt-Wallace Emerson-Junction (93),43.6592255,-79.4430466,65
-79.3097839,43.7383575,4524,GO-20141632907,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Apartment,1610,220,Robbery - Other,2014,March,3,62,Monday    ,22,2014,March,3,62,Monday    ,15,Robbery,D33,43,Victoria Village (43),43.7383575,-79.3097839,66
-79.281005900000011,43.7120476,4532,GO-20141633157,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,March,3,62,Monday    ,15,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.7120476,-79.2810059,67
-79.281005900000011,43.7120476,4533,GO-20141633157,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,March,3,62,Monday    ,15,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.7120476,-79.2810059,68
-79.281005900000011,43.7120476,4534,GO-20141633157,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,March,3,62,Monday    ,15,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.7120476,-79.2810059,69
-79.281005900000011,43.7120476,4535,GO-20141633157,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,March,3,62,Monday    ,15,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.7120476,-79.2810059,70
-79.5192413,43.7528725,4541,GO-20141631701,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,3,62,Monday    ,11,2014,March,3,62,Monday    ,11,Robbery,D31,25,Glenfield-Jane Heights (25),43.7528725,-79.5192413,71
-79.3287811,43.6959457,4542,GO-20141631807,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,3,62,Monday    ,12,2014,March,3,62,Monday    ,12,Robbery,D54,58,Old East York (58),43.6959457,-79.3287811,72
-79.3494568,43.666153,4543,GO-20141631719,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Other,1610,200,Robbery - Mugging,2014,March,3,62,Monday    ,15,2014,March,3,62,Monday    ,11,Robbery,D55,68,North Riverdale (68),43.666153,-79.3494568,73
-79.4285583,43.6589661,4555,GO-20141631680,2014-03-03T05:00:00.000Z,2014-03-03T05:00:00.000Z,Apartment,1610,220,Robbery - Other,2014,March,3,62,Monday    ,11,2014,March,3,62,Monday    ,11,Robbery,D14,80,Palmerston-Little Italy (80),43.6589661,-79.4285583,74
-79.3824234,43.6517639,4560,GO-20141635104,2014-03-03T05:00:00.000Z,2014-03-04T05:00:00.000Z,Commercial,1610,220,Robbery - Other,2014,March,4,63,Tuesday   ,1,2014,March,3,62,Monday    ,22,Robbery,D52,76,Bay Street Corridor (76),43.6517639,-79.3824234,75
-79.3824234,43.6517639,4564,GO-20141635104,2014-03-03T05:00:00.000Z,2014-03-04T05:00:00.000Z,Commercial,1610,220,Robbery - Other,2014,March,4,63,Tuesday   ,1,2014,March,3,62,Monday    ,22,Robbery,D52,76,Bay Street Corridor (76),43.6517639,-79.3824234,76
-79.2859344,43.715889,4568,GO-20141637671,2014-03-03T05:00:00.000Z,2014-03-04T05:00:00.000Z,Outside,1610,180,Robbery - Swarming,2014,March,4,63,Tuesday   ,9,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.715889,-79.2859344,77
-79.2859344,43.715889,4569,GO-20141637671,2014-03-03T05:00:00.000Z,2014-03-04T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,4,63,Tuesday   ,9,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.715889,-79.2859344,78
-79.2859344,43.715889,4570,GO-20141637671,2014-03-03T05:00:00.000Z,2014-03-04T05:00:00.000Z,Outside,1610,220,Robbery - Other,2014,March,4,63,Tuesday   ,9,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.715889,-79.2859344,79
-79.2859344,43.715889,4571,GO-20141637671,2014-03-03T05:00:00.000Z,2014-03-04T05:00:00.000Z,Outside,1610,220,Robbery - Other,2014,March,4,63,Tuesday   ,9,2014,March,3,62,Monday    ,15,Robbery,D41,120,Clairlea-Birchmount (120),43.715889,-79.2859344,80
-79.420784,43.649334,4580,GO-20141644999,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,5,64,Wednesday ,14,2014,March,5,64,Wednesday ,14,Robbery,D14,81,Trinity-Bellwoods (81),43.649334,-79.420784,81
-79.420784,43.649334,4581,GO-20141644999,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,5,64,Wednesday ,14,2014,March,5,64,Wednesday ,14,Robbery,D14,81,Trinity-Bellwoods (81),43.649334,-79.420784,82
-79.4353638,43.659885399999986,4589,GO-20141645222,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,5,64,Wednesday ,16,2014,March,5,64,Wednesday ,15,Robbery,D14,93,Dovercourt-Wallace Emerson-Junction (93),43.6598854,-79.4353638,83
-79.4353638,43.659885399999986,4590,GO-20141645222,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Commercial,1610,110,Robbery - Financial Institute,2014,March,5,64,Wednesday ,16,2014,March,5,64,Wednesday ,15,Robbery,D14,93,Dovercourt-Wallace Emerson-Junction (93),43.6598854,-79.4353638,84
-79.4502792,43.695694,4592,GO-20141645721,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Outside,1610,200,Robbery - Mugging,2014,March,5,64,Wednesday ,20,2014,March,5,64,Wednesday ,15,Robbery,D13,108,Briar Hill-Belgravia (108),43.695694,-79.4502792,85
-79.522491499999987,43.5969582,4598,GO-20141642069,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Commercial,1610,100,Robbery With Weapon,2014,March,5,64,Wednesday ,3,2014,March,5,64,Wednesday ,3,Robbery,D22,18,New Toronto (18),43.5969582,-79.5224915,86
-79.3864212,43.6693687,4600,GO-20141642007,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Commercial,1610,220,Robbery - Other,2014,March,5,64,Wednesday ,3,2014,March,5,64,Wednesday ,3,Robbery,D51,75,Church-Yonge Corridor (75),43.6693687,-79.3864212,87
-79.329383899999982,43.6672897,4608,GO-20141645898,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Apartment,1610,100,Robbery With Weapon,2014,March,5,64,Wednesday ,17,2014,March,5,64,Wednesday ,17,Robbery,D55,70,South Riverdale (70),43.6672897,-79.3293839,88
-79.3341827,43.7149277,4612,GO-20141646952,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Outside,1610,150,Robbery - Purse Snatch,2014,March,5,64,Wednesday ,20,2014,March,5,64,Wednesday ,20,Robbery,D54,44,Flemingdon Park (44),43.7149277,-79.3341827,89
-79.505226100000016,43.7558632,4616,GO-20141647131,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,Outside,1610,100,Robbery With Weapon,2014,March,5,64,Wednesday ,20,2014,March,5,64,Wednesday ,20,Robbery,D31,27,York University Heights (27),43.7558632,-79.5052261,90
-79.221832299999988,43.7337608,4617,GO-20141647271,2014-03-05T05:00:00.000Z,2014-03-05T05:00:00.000Z,House,1610,130,Robbery - Home Invasion,2014,March,5,64,Wednesday ,21,2014,March,5,64,Wednesday ,21,Robbery,D43,139,Scarborough Village (139),43.7337608,-79.2218323,91
